timepoint_id,timepoint_code,timepoint_name,timepoint_desc,timepoint_lat,timepoint_lon,zone_id,timepoint_url,location_type,parent_station,timepoint_timezone,wheelchair_boarding
460,1810,"Arlington + Valley",,33.944953,-117.496317,,,,,,0
461,1943,"Perris + Sunnymead",,33.938178,-117.226498,,,,,,0
462,2579,"Overland NS Vail Ranch",,33.478182,-117.089684,,,,,,0
463,3450,"Cottonwood FS Graham",,33.924600,-117.252878,,,,,,0
464,2674,"Florida FS Hemet",,33.747850,-116.924268,,,,,,0
465,2419,"Oleander FS Brown",,33.858557,-117.296099,,,,,,0
466,2977,"Esplanade + San Jacinto",,33.772930,-116.957670,,,,,,0
467,1584,"Jurupa NS Grand",,33.961901,-117.414823,,,,,,0
468,1137,"Sixth + Buena Vista",,33.876760,-117.578224,,,,,,0
469,3414,"Thompson + Leon Rd.",,33.597262,-117.116251,,,,,,0
470,1818,"Arlington + Ben Lomond",,33.946393,-117.464246,,,,,,0
472,2040,"Ironwood + Harclare",,33.946591,-117.230502,,,,,,0
474,3164,"Evans + May Ranch",,33.837741,-117.204211,,,,,,0
475,2570,"Vail Ranch FS Cinon",,33.476773,-117.087335,,,,,,0
476,1394,"Pierce + La Sierra",,33.918763,-117.489393,,,,,,0
477,3169,"Lasselle FS Rojo Tierra",,33.873523,-117.210841,,,,,,0
478,2307,"Limonite + Baldwin",,33.975934,-117.465918,,,,,,0
479,4502,"Streeter FS Walter",,33.954601,-117.418726,,,,,,0
480,2931,"Gilman Springs 19625 Golden Era Prod",,33.833528,-116.987557,,,,,,0
481,3468,"JFK FS Thyme",,33.902732,-117.210555,,,,,,0
482,2791,"Florida FS Stanford",,33.747633,-116.932194,,,,,,0
483,1973,"Eucalyptus + Lasselle",,33.931960,-117.209322,,,,,,0
484,2827,"Rubidoux + 26th",,34.012675,-117.392958,,,,,,0
485,2900,"State + Johnston",,33.733262,-116.971521,,,,,,0
486,3195,"Santa Fe FS Oakwood",,33.769040,-116.963250,,,,,,0
487,3199,"Seventh NS Minor",,33.780237,-116.953356,,,,,,0
488,1515,"Indiana + Churchill",,33.893937,-117.476744,,,,,,0
489,2847,"Tilton + Briggs @ Post Office",,33.995907,-117.414181,,,,,,0
490,3321,"Margarita NS Winchester (WinCo Food)",,33.532266,-117.152637,,,,,,0
491,3314,"McCall FS Sun City",,33.715348,-117.194633,,,,,,0
492,3021,"Hewitt @ 590",,33.782042,-116.951142,,,,,,0
493,3207,"Kirby + Whispering Bells",,33.776226,-116.997938,,,,,,0
495,2071,"Perris + Globe",,33.860682,-117.225916,,,,,,0
496,2530,"Madison Opp. 25100 Home Depot",,33.556170,-117.199320,,,,,,0
497,2575,"Overland NS Bananal",,33.477408,-117.092528,,,,,,0
498,1886,"Box Springs Rd + Morton",,33.946652,-117.295802,,,,,,0
500,1381,"Mission Trail NS Canyon",,33.623505,-117.290018,,,,,,0
502,2607,"Margarita + Solana",,33.515988,-117.149912,,,,,,0
503,1367,"Grand NS Corydon",,33.615710,-117.307166,,,,,,0
504,1180,"Sumner FS Schleisman",,33.960790,-117.575850,,,,,,0
505,1156,"Magnolia + Rosewood",,33.962816,-117.390637,,,,,,0
506,2319,"Hwy 74 FS Richard",,33.736049,-117.285202,,,,,,0
507,2676,"Florida FS Stanford",,33.747823,-116.932997,,,,,,0
508,1196,"Hamner + Town + Country",,33.928366,-117.558086,,,,,,0
509,2204,"Alessandro FS Cannon",,33.923545,-117.336378,,,,,,0
510,3084,"Kirby NS San Pedro",,33.756229,-116.997804,,,,,,0
511,2812,"Limonite + Clay",,33.977215,-117.462088,,,,,,0
513,2257,"Mission + Ben Nevis",,34.016700,-117.505548,,,,,,0
514,1551,"Columbia NS Turley",,34.005581,-117.361498,,,,,,0
515,1858,"La Sierra + Schuyler",,33.915611,-117.486292,,,,,,0
516,2759,"Orange Terrace FS Sandhill",,33.895579,-117.303958,,,,,,0
518,1745,"Brockton + Ramona",,33.972443,-117.388968,,,,,,0
520,2161,"Alessandro FS Nason",,33.917316,-117.190674,,,,,,0
521,3143,"Bradley FS Newport",,33.684621,-117.188753,,,,,,0
522,1709,"Chicago + Linden",,33.980198,-117.348614,,,,,,0
523,3642,"Perris Crossing Shopping Center",,33.746280,-117.190592,,,,,,0
524,2422,"Clark FS Bailey",,33.853571,-117.287705,,,,,,0
525,2671,"Florida NS New Chicago",,33.747910,-116.903682,,,,,,0
526,2619,"Front FS First",,33.490598,-117.145993,,,,,,0
530,1499,"14th + Howard",,33.971785,-117.369147,,,,,,0
531,2198,"Alessandro NS Barton",,33.916664,-117.313479,,,,,,0
533,1602,"Harrison NS County Farm Road",,33.920572,-117.454206,,,,,,0
534,1595,"California FS Monroe",,33.934854,-117.437270,,,,,,0
535,2677,"Florida FS Dartmouth",,33.747824,-116.937244,,,,,,0
536,1286,"Palomar FS South Pasadena",,33.601234,-117.269170,,,,,,0
537,2606,"Solana + Ynez",,33.514554,-117.154636,,,,,,0
538,3127,"Palm FS Newport (Quail Valley Comm.)",,33.701606,-117.240612,,,,,,0
539,2805,"Florida FS State",,33.747461,-116.971428,,,,,,0
540,1247,"Canyon Estate Opp. Saddle Ridge",,33.666617,-117.299749,,,,,,0
542,2987,"De Anza + State",,33.789035,-116.971217,,,,,,0
543,3412,"Temeku + Benton",,33.590337,-117.123407,,,,,,0
544,3346,"Baxter @ Loma Linda Med. Ctr.",,33.612989,-117.166989,,,,,,0
545,1309,"Grand FS Case",,33.636728,-117.340820,,,,,,0
546,1928,"Sunnymead + Heacock",,33.939001,-117.242993,,,,,,0
547,1008,"Sixth NS W. Grand",,33.876162,-117.574348,,,,,,0
548,1329,"Lincoln NS Flannery",,33.677135,-117.375510,,,,,,0
549,1705,"Tyler + Kidd",,33.916550,-117.465264,,,,,,0
551,2906,"Devonshire + Juanita",,33.751229,-116.968262,,,,,,0
552,3641,"Limonite + Hamner",,33.975036,-117.555426,,,,,,0
553,3338,"Baxter @ Loma Linda Med. Ctr.",,33.612755,-117.166805,,,,,,0
554,2690,"Hwy 74 FS Ritter",,33.743491,-117.110056,,,,,,0
555,2659,"Iowa + Columbia",,34.000980,-117.339960,,,,,,0
558,3250,"Mission + Opal",,34.005712,-117.424634,,,,,,0
561,2391,"Navajo + Cochise",,33.784288,-117.251620,,,,,,0
562,1884,"Box Springs Rd + Douglasis",,33.946649,-117.290074,,,,,,0
563,2780,"Hwy 74 NS Cordoba",,33.743749,-117.046842,,,,,,0
564,1570,"Columbia OPP Turley",,34.005638,-117.361169,,,,,,0
565,3200,"Mistletoe at 501 San Jacinto MHP",,33.782434,-116.952284,,,,,,0
567,3311,"Murrieta NS Cherry Hills",,33.710387,-117.206079,,,,,,0
568,2874,"Case + Perris",,33.775248,-117.224940,,,,,,0
569,1906,"Centerpoint + Center Plaza",,33.938835,-117.263183,,,,,,0
570,2844,"Rubidoux + Mission",,33.998485,-117.406306,,,,,,0
571,2704,"Orange Terrace  FS Yarrow",,33.894818,-117.300398,,,,,,0
572,3356,"Mission Trail FS Malaga",,33.653477,-117.296668,,,,,,0
573,1597,"California NS Wheeler",,33.931860,-117.442539,,,,,,0
575,2967,"Acacia W 1455 @ the Storage Place",,33.743774,-116.986697,,,,,,0
576,1256,"Pottery + Scrivener",,33.676011,-117.335256,,,,,,0
577,3374,"Chambers + Grosse Point",,33.721517,-117.202299,,,,,,0
578,3156,"Cajalco + Brown",,33.837065,-117.295997,,,,,,0
579,2268,"Felspar + Jurupa",,33.997994,-117.484247,,,,,,0
580,1767,"Indiana + Washington",,33.939233,-117.397388,,,,,,0
581,2572,"Redhawk + Wolf valley",,33.466204,-117.095128,,,,,,0
582,1205,"Main FS Parkridge",,33.892250,-117.563928,,,,,,0
583,1693,"Crest + Cypress",,33.942542,-117.472643,,,,,,0
584,1850,"Arlington + Valley",,33.945133,-117.496347,,,,,,0
585,2855,"Limonite + El Palomino",,33.978389,-117.458908,,,,,,0
586,1703,"Tyler + California",,33.920814,-117.468846,,,,,,0
587,1569,"Columbia FS Orange",,34.004290,-117.358261,,,,,,0
588,1010,"Sixth FS Victoria",,33.875041,-117.563659,,,,,,0
589,1019,"Magnolia FS McKinley",,33.882127,-117.513435,,,,,,0
590,1415,"Lincoln + Madison",,33.930050,-117.397368,,,,,,0
591,2006,"Ironwood + Davis",,33.946700,-117.240085,,,,,,0
592,2837,"Market + Fairmount Park",,33.995684,-117.370465,,,,,,0
593,2470,"Los Alamos + Murrieta Gateway",,33.574744,-117.177589,,,,,,0
594,3077,"Fruitvale NS El Pueblo",,33.761980,-116.995448,,,,,,0
595,2490,"Alta Murrieta FS Brownestone",,33.564895,-117.169753,,,,,,0
597,1089,"Blaine @ 783 University Center",,33.983061,-117.327867,,,,,,0
598,2644,"Iowa + Villa",,34.013036,-117.339754,,,,,,0
599,1387,"Mission Trail FS Sedco",,33.645315,-117.293197,,,,,,0
600,1406,"Lincoln + Jackson",,33.912263,-117.428582,,,,,,0
601,1017,"Magnolia FS Byron",,33.876554,-117.523211,,,,,,0
602,3365,"Ramona + Tiger",,33.790912,-116.967225,,,,,,0
603,2721,"Van Buren FS Canyon Ridge",,33.888149,-117.412717,,,,,,0
604,2211,"Van Buren + Colorado @ Wells",,33.933824,-117.453910,,,,,,0
605,2902,"State + Mary",,33.738884,-116.971571,,,,,,0
606,2039,"Ironwood + Weller",,33.946581,-117.233440,,,,,,0
607,1687,"Wells + Challen",,33.934691,-117.464009,,,,,,0
608,3272,"Mission 5961 @ DPSS",,34.003056,-117.418716,,,,,,0
609,3660,"Mills Circle 1 Ontario Mills Mall",,34.073544,-117.556252,,,,,,0
611,3062,"Dartmouth FS Thornton",,33.726138,-116.936733,,,,,,0
612,1937,"Eucalyptus + Day",,33.931316,-117.277994,,,,,,0
614,2433,"Old Elsinore FS Michael",,33.810056,-117.278305,,,,,,0
617,3473,"Frederick FS Eucalyptus",,33.931324,-117.261513,,,,,,0
618,1576,"Olivewood FS 14th",,33.974284,-117.374994,,,,,,0
619,1308,"Grand NS Wood",,33.634842,-117.337772,,,,,,0
620,1094,"Third + Kansas",,33.983077,-117.356901,,,,,,0
623,3423,"Granite Hill at Park + Ride",,34.019855,-117.506028,,,,,,0
624,3181,"Lasselle + Arroyo Park",,33.874613,-117.211001,,,,,,0
625,1951,"Alessandro FS Alessandro Plaza",,33.917412,-117.248675,,,,,,0
627,3364,"Ramona + Tahquitz",,33.788701,-116.964532,,,,,,0
628,2616,"Rancho California 29676 NS Target Drive Way",,33.505465,-117.144910,,,,,,0
629,2294,"Etiwanda + Pollux",,33.986209,-117.523487,,,,,,0
630,1229,"Graham NS Langstaff",,33.669015,-117.330887,,,,,,0
632,2945,"State @ 220 W Stetson Kmart",,33.730700,-116.971676,,,,,,0
633,1339,"Clinton Keith FS Wildomar Trl",,33.597840,-117.241060,,,,,,0
636,2622,"Hwy 79 FS Bedford",,33.479026,-117.137565,,,,,,0
637,1799,"La Sierra + Collett",,33.912100,-117.483060,,,,,,0
638,2990,"Menlo 1101 @ Hemet Estate Apt.",,33.758399,-116.960617,,,,,,0
639,3372,"Sun City + McCall",,33.714760,-117.194123,,,,,,0
640,2935,"State + Esplanade",,33.773290,-116.971960,,,,,,0
641,1991,"Indian + Brodiaea",,33.913945,-117.234937,,,,,,0
642,2953,"Stetson + Elk",,33.729441,-116.985550,,,,,,0
643,1853,"La Sierra + Kings Ranch",,33.936529,-117.496826,,,,,,0
644,1739,"Brockton + Nixon @ Riverside Medical",,33.943975,-117.395147,,,,,,0
646,3037,"San Jacinto  + Blue Fountain Mobile Park",,33.771292,-116.958904,,,,,,0
647,1585,"Grand FS Jurupa",,33.961489,-117.417028,,,,,,0
648,1948,"Alessandro FS Via Vargas",,33.917409,-117.238052,,,,,,0
649,2802,"Florida FS Acacia",,33.744377,-117.017261,,,,,,0
650,2608,"Margarita + Stonewood",,33.512102,-117.145726,,,,,,0
651,3196,"Sante Fe Opp. Midway",,33.763920,-116.963120,,,,,,0
653,1459,"Central FS Riverside",,33.953695,-117.388419,,,,,,0
654,1037,"Magnolia FS Cortez",,33.939797,-117.412095,,,,,,0
655,1806,"La Sierra + Kings Ranch",,33.936788,-117.496678,,,,,,0
656,1787,"University + Chicago",,33.975807,-117.349020,,,,,,0
657,3090,"Menlo NS Sonrisa",,33.758320,-116.975427,,,,,,0
659,1663,"Spruce +  Atlanta",,33.990369,-117.343001,,,,,,0
660,3676,"Meats + Tustin",,33.822972,-117.836679,,,,,,0
660,3676,"Meats FS Tustin (Village at Orange)",,33.822972,-117.836679,,,,,,0
662,2546,"California Oaks FS St. Raphael",,33.592790,-117.197748,,,,,,0
663,1737,"Indiana + Washington",,33.939538,-117.396598,,,,,,0
664,2557,"Main NS Pujol",,33.491826,-117.150715,,,,,,0
665,2343,"Clark + Bailey",,33.854081,-117.287553,,,,,,0
666,1030,"Magnolia FS Monroe",,33.928814,-117.431429,,,,,,0
667,1786,"University + Cranford",,33.975772,-117.344689,,,,,,0
669,2867,"Nuevo + Redlands",,33.801196,-117.217960,,,,,,0
670,2238,"Etiwanda + Mechanics",,33.987499,-117.523206,,,,,,0
671,2240,"Jurupa + Martin",,33.992641,-117.519691,,,,,,0
672,2082,"Perris + Filaree",,33.898992,-117.226196,,,,,,0
673,3105,"Sumner FS Aspen Leaf",,33.953566,-117.575874,,,,,,0
674,1118,"Magnolia + Golden",,33.901073,-117.480809,,,,,,0
675,2694,"Hwy 74 NS Menifee",,33.743249,-117.153482,,,,,,0
676,2118,"Lasselle FS Iris",,33.890149,-117.206707,,,,,,0
677,1795,"Indiana 10555 @ Mac Plaza",,33.902721,-117.460865,,,,,,0
678,2430,"Old Elsinore FS Palm",,33.826225,-117.283862,,,,,,0
679,1546,"Olivewood NS Prospect",,33.971343,-117.376184,,,,,,0
680,3459,"Sunnymead Ranch FS Village Rd S",,33.965286,-117.248347,,,,,,0
681,2429,"Clark/ Old Elsinore FS Rider",,33.829698,-117.286716,,,,,,0
682,1836,"Arlington + Streeter @ Sears",,33.946146,-117.417089,,,,,,0
683,3174,"Lasselle FS JFK",,33.903453,-117.208739,,,,,,0
684,3482,"Cottonwood FS Moreno Way",,33.924479,-117.228752,,,,,,0
685,3466,"Pigeon Pass FS Western Ridge",,33.955614,-117.260805,,,,,,0
686,2612,"Margarita + La Serena",,33.513432,-117.124023,,,,,,0
687,2106,"Perris + Northern Dancer",,33.877658,-117.226316,,,,,,0
688,3309,"Murrieta Hot Springs FS Whitewood",,33.554731,-117.168607,,,,,,0
689,1323,"Lincoln FS Via Cordova",,33.679392,-117.378800,,,,,,0
690,1486,"Hole FS Mitchell",,33.918335,-117.482678,,,,,,0
691,1554,"Orange FS Chase",,34.011167,-117.352650,,,,,,0
693,1085,"Riverside-Downtown Metrolink Station",,33.976021,-117.369807,,,,,,0
694,2356,"Wood FS Krameria",,33.880886,-117.331267,,,,,,0
695,2122,"Krameria NS Camino Juanito",,33.881080,-117.215081,,,,,,0
696,1552,"Orange FS Columbia",,34.004447,-117.357671,,,,,,0
697,2684,"Lyon FS Florida",,33.748027,-116.989016,,,,,,0
698,2345,"Oleander + Haines",,33.858681,-117.292262,,,,,,0
699,1854,"La Sierra + Campbell",,33.932187,-117.495526,,,,,,0
701,2943,"State + Whittier",,33.736342,-116.971680,,,,,,0
703,2401,"Trautwein + Orange Terrace",,33.895389,-117.324779,,,,,,0
705,1950,"Alessandro FS Heacock",,33.917400,-117.244342,,,,,,0
706,2501,"Sixth FS Front",,33.496170,-117.150525,,,,,,0
707,2547,"California Oaks FS Morning Dove",,33.586492,-117.199574,,,,,,0
708,2126,"Perris FS Placentia",,33.822321,-117.226238,,,,,,0
710,2436,"Old Elsinore Opp Aloha",,33.793127,-117.274683,,,,,,0
711,2431,"Old Elsinore FS Church Street",,33.820687,-117.281637,,,,,,0
712,3099,"Pats Ranch FS Mall Entrance",,33.972674,-117.544643,,,,,,0
713,1281,"Palomar FS Mission Trail",,33.613566,-117.288773,,,,,,0
714,1715,"Arlington + Adams",,33.946053,-117.434321,,,,,,0
715,2853,"Limonite + Camino Real",,33.978682,-117.452250,,,,,,0
716,1701,"Tyler + Wells",,33.927580,-117.473954,,,,,,0
718,3185,"Evans + Ramona Exp",,33.843030,-117.208828,,,,,,0
719,2442,"Theda NS Hwy 74",,33.757821,-117.275221,,,,,,0
720,2209,"Van Buren + Magnolia",,33.920804,-117.446609,,,,,,0
721,2793,"Florida + Hemet",,33.747657,-116.923346,,,,,,0
722,3168,"Lasselle FS Cremello",,33.870508,-117.210905,,,,,,0
723,1894,"Lochmoor + Fair Isle",,33.945113,-117.302259,,,,,,0
724,2029,"Pigeon Pass + Ironwood",,33.946171,-117.261601,,,,,,0
726,1635,"Phoenix NS Central",,33.953078,-117.425159,,,,,,0
727,3222,"Palm FS Enterprise",,33.783663,-116.980557,,,,,,0
728,1435,"Brockton + Nelson",,33.950318,-117.396710,,,,,,0
729,1369,"Grand NS Hixon",,33.606699,-117.292622,,,,,,0
730,2103,"Iris Opp. Wedow",,33.888267,-117.221848,,,,,,0
732,3223,"Palm NS Birch",,33.785645,-116.980574,,,,,,0
733,3462,"Manzanita FS Indian",,33.961309,-117.236211,,,,,,0
734,3438,"Perris FS Delphinium",,33.906945,-117.226174,,,,,,0
735,1005,"Sixth NS Sherman",,33.877736,-117.589085,,,,,,0
736,2664,"Lincoln NS Palm",,33.751280,-116.884403,,,,,,0
737,3203,"Main FS Miracle Dr.",,33.783889,-116.941001,,,,,,0
739,2254,"Mission + Lindsay",,34.011604,-117.498723,,,,,,0
740,1006,"Sixth NS Lincoln",,33.877265,-117.584807,,,,,,0
741,3323,"Murrieta Hot Springs NS Whitewood",,33.554516,-117.168669,,,,,,0
743,3471,"Gentian FS Casa Grande",,33.895604,-117.214135,,,,,,0
746,1995,"Heacock + Dracaea",,33.927473,-117.243654,,,,,,0
747,2186,"Moreno Beach FS Cactus",,33.910595,-117.173894,,,,,,0
748,1135,"Sixth + Belle",,33.875780,-117.569161,,,,,,0
749,1672,"Central + Streeter",,33.953425,-117.419043,,,,,,0
751,3230,"Kirby FS Alne",,33.767567,-116.998057,,,,,,0
752,2833,"Limonite + Pats Ranch",,33.975136,-117.543046,,,,,,0
753,2499,"Jefferson FS Kalmia",,33.560900,-117.210410,,,,,,0
754,1362,"Grand FS Stoneman",,33.623915,-117.320437,,,,,,0
755,1865,"Indiana + Tyler",,33.904170,-117.456144,,,,,,0
756,1054,"Mt Vernon + Big Springs",,33.976020,-117.313708,,,,,,0
757,3149,"Railroad Canyon FS Skylink",,33.671114,-117.261910,,,,,,0
758,1106,"Magnolia FS Adams",,33.932976,-117.424551,,,,,,0
759,2154,"Alessandro FS Kitching",,33.917238,-117.216726,,,,,,0
760,1479,"Lincoln + Jackson",,33.912384,-117.428740,,,,,,0
761,1716,"Arlington + Weaver",,33.946008,-117.440213,,,,,,0
762,2722,"Van Buren FS Dufferin",,33.898694,-117.428597,,,,,,0
763,2708,"Orange Terrace OPP Northstar",,33.895015,-117.317927,,,,,,0
764,2015,"Frederick + Bay",,33.920208,-117.261292,,,,,,0
765,1373,"Grand NS Wildomar Trl",,33.598067,-117.278794,,,,,,0
766,2053,"Indian + Delphinium",,33.906106,-117.235105,,,,,,0
767,2574,"Deer Hollow FS Peppercorn",,33.458023,-117.087554,,,,,,0
768,1547,"Main FS Oakley",,33.997409,-117.364440,,,,,,0
769,1458,"Victoria + Central",,33.954037,-117.370514,,,,,,0
770,3950,"Sun Lakes Village Dr",,33.922857,-116.944328,,,,,,0
771,3460,"Sunnymead Ranch NS Perris",,33.967744,-117.233850,,,,,,0
772,3083,"Oakland + Santa Fe",,33.754904,-116.962747,,,,,,0
773,2210,"Van Buren + California",,33.926914,-117.451745,,,,,,0
774,1647,"Martin Luther King Opp. Douglas",,33.968039,-117.354709,,,,,,0
775,2163,"Moreno Beach FS Cactus",,33.909500,-117.174198,,,,,,0
776,1355,"Grand FS Blackwell",,33.639720,-117.346070,,,,,,0
777,2985,"De Anza + Main",,33.784287,-116.965442,,,,,,0
778,3048,"Devonshire + Lyon",,33.751115,-116.990290,,,,,,0
779,2058,"Kitching + Campanilla",,33.894017,-117.217412,,,,,,0
780,2479,"California Oaks FS Jackson",,33.571977,-117.203670,,,,,,0
781,3209,"Cottonwood FS Kirby",,33.787259,-116.997709,,,,,,0
782,2707,"Orange Terrace OPP Barton",,33.895073,-117.313714,,,,,,0
783,1817,"Arlington + Rutland",,33.946398,-117.469214,,,,,,0
784,1968,"Eucalyptus + Ninebark",,33.931747,-117.212016,,,,,,0
785,1577,"Olivewood FS Prospect",,33.971575,-117.376399,,,,,,0
786,2500,"California Oaks FS Calif. Oaks Plaza",,33.567710,-117.205730,,,,,,0
789,2404,"Trautwein + Grove Comm Drive",,33.899691,-117.325558,,,,,,0
790,3630,"Sycamore Cyn + Sierra Ridge",,33.934718,-117.298500,,,,,,0
792,2966,"Acacia + Lyon",,33.743756,-116.988654,,,,,,0
793,1524,"California NS Overland",,33.933213,-117.439979,,,,,,0
794,2743,"Van Buren FS Lincoln",,33.907412,-117.436138,,,,,,0
795,1465,"Lincoln + Jane",,33.937335,-117.384757,,,,,,0
796,1324,"Machado FS Joy",,33.684222,-117.377892,,,,,,0
799,2195,"Alessandro FS Day",,33.916982,-117.279118,,,,,,0
800,1744,"Brockton + Bandini",,33.968051,-117.391892,,,,,,0
801,1258,"Lindsay NS Graham",,33.669979,-117.333735,,,,,,0
805,1332,"Machado FS Lincoln",,33.680937,-117.380838,,,,,,0
806,3331,"Menifee FS Legacy",,33.666161,-117.158393,,,,,,0
807,3075,"Lyon NS Matthew",,33.760133,-116.989115,,,,,,0
808,2013,"Hemlock + Leahy",,33.942765,-117.230914,,,,,,0
809,1588,"Streeter NS Arlington",,33.946405,-117.418711,,,,,,0
810,1376,"Palomar FS Wildomar Trl",,33.604151,-117.273268,,,,,,0
811,2190,"Alessandro FS Chervil Ct.",,33.917445,-117.211819,,,,,,0
812,2512,"Winchester + Willows",,33.548156,-117.141872,,,,,,0
813,3087,"Lyon FS Matthew",,33.760232,-116.989314,,,,,,0
814,3227,"Seventh NS 258 El Rancho MHP",,33.780214,-116.961494,,,,,,0
816,1421,"Lincoln + Maude",,33.939875,-117.380055,,,,,,0
817,1619,"Crest NS Campbell",,33.937750,-117.475144,,,,,,0
818,2904,"State 324 @ Post Office",,33.742926,-116.971555,,,,,,0
819,3034,"Acacia + Lyon",,33.743876,-116.988499,,,,,,0
820,1204,"Hamner FS First",,33.901278,-117.562549,,,,,,0
821,2278,"Mission + Conning",,34.014944,-117.503881,,,,,,0
822,3186,"Evans FS May Ranch",,33.837147,-117.204483,,,,,,0
823,1537,"Jurupa NS Meadowbrook",,33.961509,-117.410733,,,,,,0
825,1138,"Sixth + Lincoln",,33.877359,-117.583657,,,,,,0
827,1315,"Grand NS Ethlene",,33.654362,-117.369304,,,,,,0
828,1872,"Perris + Fir",,33.935840,-117.226156,,,,,,0
829,1821,"Arlington + Van Buren Big K-Mart",,33.945699,-117.451990,,,,,,0
830,1646,"Martin Luther King + Kansas",,33.968090,-117.356877,,,,,,0
832,2529,"Madison + Los Alamos",,33.558664,-117.202004,,,,,,0
834,2504,"County Center Dr 41000 at Library",,33.527694,-117.161452,,,,,,0
835,1131,"Sixth + El Sobrante",,33.874469,-117.545665,,,,,,0
836,2447,"Hwy 74 FS Meadowbrook",,33.723839,-117.293448,,,,,,0
837,2685,"Florida FS Warren",,33.744004,-117.033463,,,,,,0
838,2078,"Iris + Bluechip",,33.888440,-117.218465,,,,,,0
839,3334,"Encanto NS El Pico",,33.708698,-117.185026,,,,,,0
841,2564,"Moreno FS Front",,33.496578,-117.152128,,,,,,0
842,1559,"Merced + Magnolia",,33.895060,-117.489270,,,,,,0
843,2581,"Vail Ranch + Via Saltio",,33.469742,-117.095526,,,,,,0
844,2083,"Wilkerson + Fourth",,33.783470,-117.218927,,,,,,0
846,3294,"Canyon Crest FS Blaine",,33.982658,-117.331220,,,,,,0
847,2085,"Perris FS Jarvis",,33.792266,-117.226025,,,,,,0
848,3148,"Railroad Canyon FS Canyon Lake S",,33.673480,-117.255099,,,,,,0
850,2535,"California Oaks FS Manresa",,33.590688,-117.198467,,,,,,0
851,1029,"Magnolia FS Overland",,33.927263,-117.434190,,,,,,0
852,3026,"Mayberry + San Jacinto",,33.740400,-116.958775,,,,,,0
853,1361,"Grand 18871 at American Legion",,33.625445,-117.322911,,,,,,0
854,2798,"Florida FS Sixth",,33.747721,-116.895161,,,,,,0
856,1525,"California FS Monroe",,33.935157,-117.436439,,,,,,0
857,1395,"Hole FS Minnier",,33.918548,-117.485056,,,,,,0
858,1128,"Sixth + Temescal",,33.874239,-117.528823,,,,,,0
859,2256,"Mission + Conning",,34.015448,-117.504279,,,,,,0
861,1963,"Towngate + Heritage",,33.935397,-117.266762,,,,,,0
863,1260,"Spring FS Graham",,33.668038,-117.329230,,,,,,0
864,1840,"Arlington + Van Buren",,33.945924,-117.452345,,,,,,0
865,1388,"Mission Trail NS Elberta",,33.648700,-117.294660,,,,,,0
866,2313,"Hwy 74 FS Rosetta Canyon Dr.",,33.704872,-117.324039,,,,,,0
868,2270,"Van Buren + Central",,33.955730,-117.457520,,,,,,0
869,2779,"Hwy 74 Opp. Truelson",,33.739104,-117.073082,,,,,,0
870,2220,"Etiwanda + Jurupa",,33.992239,-117.523235,,,,,,0
871,1952,"Alessandro FS Graham",,33.917384,-117.253243,,,,,,0
873,2458,"Main + Pujol",,33.491749,-117.150626,,,,,,0
874,2070,"Perris + Harley Knox",,33.855800,-117.225974,,,,,,0
875,1955,"Alessandro NS Courage",,33.917286,-117.264709,,,,,,0
876,3049,"Devonshire + Gilmore",,33.751118,-116.991662,,,,,,0
878,3088,"Menlo NS Traci",,33.758283,-116.982772,,,,,,0
880,3014,"San Jacinto 1605 S. @ Rite Aid",,33.770825,-116.958623,,,,,,0
883,2551,"Winchester FS Winchester Creek",,33.546941,-117.142832,,,,,,0
885,1185,"Hamner NS First",,33.901828,-117.562205,,,,,,0
886,1313,"Grand 17159 at Lea+#39;s Mini Mart",,33.645072,-117.354296,,,,,,0
887,1496,"Orange NS First",,33.988444,-117.368573,,,,,,0
888,3254,"Mission + Rubidoux Blvd",,33.997208,-117.407756,,,,,,0
889,2974,"Latham + Santa Fe",,33.749376,-116.962282,,,,,,0
891,2661,"Iowa NS Massachusetts",,33.986963,-117.339993,,,,,,0
892,2480,"California Oaks NS Lincoln",,33.574554,-117.201548,,,,,,0
893,2028,"JFK + Ely",,33.902919,-117.220174,,,,,,0
894,1490,"Pierce NS Sierra Vista",,33.915406,-117.496995,,,,,,0
895,3151,"Newport FS Avenida De Cortez",,33.685167,-117.180064,,,,,,0
896,2091,"Perris FS Lemon",,33.812003,-117.225990,,,,,,0
897,2320,"Hwy 74 FS Spring St.",,33.744738,-117.279259,,,,,,0
898,1697,"Tyler + Sinclair",,33.938412,-117.479132,,,,,,0
899,2057,"JFK + Ely",,33.902701,-117.219531,,,,,,0
900,1930,"Sunnymead + Indian",,33.939017,-117.234580,,,,,,0
901,3171,"Lasselle FS Iris",,33.891604,-117.207200,,,,,,0
902,1866,"Arlington + Tyler",,33.946705,-117.477205,,,,,,0
903,1605,"Pierce + National Drive",,33.890932,-117.487578,,,,,,0
905,3306,"Margarita FS Harveston",,33.536585,-117.151204,,,,,,0
906,1677,"Phoenix + Arlington",,33.946569,-117.425278,,,,,,0
908,1080,"Magnolia FS 15th",,33.975422,-117.380514,,,,,,0
911,2288,"Jurupa + Dodd",,33.992759,-117.508890,,,,,,0
912,1735,"Indiana + Madison",,33.934681,-117.405074,,,,,,0
914,4526,"Streeter FS Beatty",,33.955617,-117.418531,,,,,,0
915,2016,"Riverside Dr + Cactus",,33.908370,-117.252473,,,,,,0
